question,resolution,date_begin,date_resolve_at,baseline_strength,baseline_brier,conversational_strength,conversational_brier
"Will Vladimir Putin win Russia's 2024 presidential election with 80% or more of the vote?",1,2023-10-09,2024-03-18,0.65,0.12249999999999998,0.5,0.25
"Will Jimmy Carter live until the end of this year?",1,2023-08-19,2024-01-01,0.686,0.09859599999999996,0.5,0.25
"Will the Conservative Party of Canada form a Majority Government after the 45th Canadian Federal Election?",0,2023-09-07,2025-04-29,0.67,0.4489000000000001,0.5,0.25
"Will India be renamed to Bharat by 2025?",0,2023-09-05,2025-02-01,0.214,0.045795999999999996,0.5,0.25
"Will AI replace over 50 million jobs by end of 2024?",0,2023-09-15,2025-02-01,0.114,0.012996,0.5,0.25
"Will the 2024 US Presidential election happen normally?",1,2023-09-05,2025-01-21,0.77,0.05289999999999999,0.5,0.25
"Will a large scale Alignment Project like The Omega Protocol be funded before 2025?",0,2023-09-12,2025-01-14,0.211,0.044521,0.5,0.25
"Will weed be rescheduled by the end of 2024?",0,2023-09-09,2025-01-06,0.545,0.29702500000000004,0.5,0.25
"Will marijuana be rescheduled by the US federal government by the end of 2024?",0,2023-09-03,2025-01-01,0.517,0.267289,0.5,0.25
"Will there be peace talks between Russia and Ukraine in 2024?",0,2023-09-05,2025-01-01,0.569,0.32376099999999997,0.5,0.25
"Will Taylor Swift be the most streamed artist in 2024?",1,2023-09-02,2024-12-05,0.72,0.07840000000000001,0.5,0.25
"Will Joe Biden pardon or commute the sentence of Hunter Biden?",1,2023-09-07,2024-12-02,0.135,0.748225,0.5,0.25
"Will Robert F. Kennedy Jr. win more than 5% of the popular vote in the 2024 US presidential election?",0,2023-09-29,2024-11-12,0.099,0.009801,0.5,0.25
"Will ANY 2020 red states/districts flip blue in 2024?",0,2023-09-05,2024-11-06,0.684,0.46785600000000005,0.5,0.25
"Will Joe Biden be re-elected in 2024?",0,2023-09-06,2024-11-06,0.479,0.22944099999999998,0.5,0.25
"Will Donald Trump win the Presidential Election of the United States of America in 2024? ",1,2023-09-05,2024-11-06,0.379,0.385641,0.5,0.25
"Will @firstuserhere coauthor a NeurIPS or ICML conference publication before end of 2024? (10,000 Mana subsidy)",0,2023-09-03,2024-10-01,0.471,0.22184099999999998,0.5,0.25
"Will Google have the best LLM by EOY 2024?",1,2023-09-05,2024-08-01,0.414,0.3433960000000001,0.5,0.25
"GPT4 or better model available for download by EOY 2024?",1,2023-09-15,2024-07-22,0.612,0.150544,0.5,0.25
"Will the Labour Party win a landslide victory in the next UK general election? [100 seat majority]",1,2023-09-19,2024-07-08,0.629,0.13764099999999999,0.5,0.25
"Will Man City make it to the semifinals in the 23/24 UEFA Champions League",0,2023-09-20,2024-05-12,0.761,0.579121,0.5,0.25
"Do more men think about the Roman Empire daily than women?",0,2023-09-17,2024-04-01,0.765,0.585225,0.5,0.25
"Will Twitter/X start charging *everyone* to use the platform by the end of March 2024?",0,2023-09-18,2024-04-01,0.067,0.004489000000000001,0.5,0.25
"Will I get into Columbia University?",0,2023-09-02,2024-03-28,0.131,0.017161000000000003,0.5,0.25
"Will Intuitive Machines' IM-1 mission successfully land on the moon?",0,2023-09-10,2024-03-01,0.407,0.165649,0.5,0.25
"Will the San Francisco 49ers win the Super Bowl?",0,2023-09-27,2024-02-12,0.261,0.068121,0.5,0.25
"Will any AI model generate image of correct QWERTY keyboard consistently, to a prompt, by the end of 2024?",1,2023-09-23,2024-01-03,0.628,0.138384,0.5,0.25
"Will Destiny appear on jubilee again before 2024?",0,2023-09-20,2024-01-01,0.059,0.0034809999999999997,0.5,0.25
"Will Israel commit war crimes by cutting off food/water, electricity, and fuel to the Gaza Strip?",1,2023-10-09,2025-06-02,0.481,0.269361,0.5,0.25
"Will Manifold be more accurate than Polymarket in forecasting the 2024 election?",0,2023-10-26,2025-04-19,0.52,0.27040000000000003,0.5,0.25
"Will human narration for audiobooks become mostly unnecessary before 2026?",1,2023-10-15,2025-03-20,0.351,0.42120100000000005,0.5,0.25
"Will Sarah Wagenknecht's BSW be part of the next German federal parliament?",0,2023-10-23,2025-02-24,0.476,0.22657599999999997,0.5,0.25
"Will manifold markets still have >2000 daily active users in 2025?",0,2023-10-23,2025-01-31,0.919,0.8445610000000001,0.5,0.25
"Will Guyana and Venezuela have a military conflict by the end of 2024? [Ṁ1,000 subsidy]",0,2023-10-24,2025-01-15,0.155,0.024025,0.5,0.25
"Will Nicolas Maduro be President of Venezuela on 10 January 2025?",1,2023-10-18,2025-01-11,0.775,0.05062499999999999,0.5,0.25
"Will a single shooting incident kill at least 20 people in the US during 2024?",0,2023-10-05,2025-01-07,0.53,0.28090000000000004,0.5,0.25
"Will Gaza be de facto controlled by Israel at the end of 2024?",0,2023-10-16,2025-01-06,0.332,0.11022400000000002,0.5,0.25
"Will a state-based conflict between Israel and Iran cause at least 1,000 deaths before 2025?",0,2023-10-09,2025-01-06,0.247,0.061009,0.5,0.25
"Will Benjamin Netanyahu (Bibi) be the prime minister of Israel at the end of 2024",1,2023-10-15,2025-01-01,0.392,0.369664,0.5,0.25
"Will Humane sell 10k AI Pins before 2025?",1,2023-10-02,2025-01-01,0.5,0.25,0.5,0.25
"Will Trump spend any time in jail by the end of 2024?",0,2023-10-26,2025-01-01,0.218,0.047524,0.5,0.25
"Will the US ""vibecession"" continue through all of 2024?",1,2023-10-29,2025-01-01,0.409,0.34928099999999995,0.5,0.25
"Will Apple Inc. have the highest market cap at the end of 2024?",1,2023-10-27,2024-12-31,0.743,0.066049,0.5,0.25
"Coup in Iran, Egypt, Syria, Jordan or Lebanon before 2025",1,2023-10-20,2024-12-10,0.295,0.4970250000000001,0.5,0.25
"Will Bitcoin exceed 100,000 USD In 2024?",1,2023-10-15,2024-12-05,0.348,0.42510400000000004,0.5,0.25
"Will either Joe Biden or Donald Trump die before the 2024 Presidential election?",0,2023-10-10,2024-11-05,0.162,0.026244,0.5,0.25
"Will China be competitive in the LLM race compared to OpenAI, Anthropic, and Google by end of 2024?",1,2023-10-13,2024-10-16,0.307,0.4802490000000001,0.5,0.25
"Will Hezbollah directly engage in combat operations against Israel?",1,2023-10-07,2024-10-03,0.605,0.15602500000000002,0.5,0.25
"Will Destiny get unbanned from Twitch before October 2024?",0,2023-10-02,2024-10-01,0.509,0.259081,0.5,0.25
"Will Hezbollah leader Hassan Nasrallah die before 2025?",1,2023-10-30,2024-09-28,0.363,0.405769,0.5,0.25
"Will Robert F. Kennedy Jr. drop out of the Presidential race before November 1, 2024.",1,2023-10-12,2024-08-29,0.457,0.2948489999999999,0.5,0.25
"Mohammed Deif (Hamas military commander) killed or captured by Israeli forces by end of 2024?",1,2023-10-30,2024-08-01,0.602,0.15840400000000002,0.5,0.25
"Will Rep. Dean Phillips win at least one state in the 2024 Democratic primaries?",0,2023-10-21,2024-07-22,0.101,0.010201000000000002,0.5,0.25
"Will Joe Biden be the 2024 Democratic party nominee for President?",0,2023-10-08,2024-07-21,0.857,0.734449,0.5,0.25
"Will Casey Newton begin dating an AI before June of 2024",0,2023-10-14,2024-06-02,0.201,0.040401000000000006,0.5,0.25
"Will a ""lifetime smoking ban"" become law in the UK before the next General Election?",0,2023-10-09,2024-05-31,0.429,0.18404099999999998,0.5,0.25
"Will we get hallucination rates down to human-expert levels by May 2024?",0,2023-10-22,2024-05-02,0.136,0.018496000000000002,0.5,0.25
"Trump has broken a gag order twice. Will he do it again in same Manhattan court?",0,2023-10-26,2024-05-01,0.886,0.784996,0.5,0.25
"Is the proof of P != NP by Ke Xu and Guangyan Zhou valid?",0,2023-10-18,2024-04-15,0.029,0.0008410000000000001,0.5,0.25
"Will Linda Yaccarino be the CEO of X on April 13, 2024?",1,2023-10-11,2024-04-14,0.649,0.12320099999999999,0.5,0.25
"Will Jimmy Carter survive the Winter?",1,2023-10-02,2024-03-19,0.681,0.10176099999999996,0.5,0.25
"Will Vladimir Putin win Russia's 2024 presidential election with 80% or more of the vote?",1,2023-10-09,2024-03-18,0.65,0.12249999999999998,0.5,0.25
"Riddle: Are there more Eyes than Feet in the world?",0,2023-10-09,2024-03-01,0.693,0.4802489999999999,0.5,0.25
"Will St. Saturn be stronger than Kizaru?",1,2023-10-06,2024-03-01,0.704,0.08761600000000003,0.5,0.25
"Will Meta release a model called Llama 3 before March 1, 2024?",0,2023-10-20,2024-03-01,0.92,0.8464,0.5,0.25
"Will Donald Trump lie under oath while testifying in NY State civil trial?",1,2023-10-27,2024-02-20,0.384,0.379456,0.5,0.25
"Will Manifold.love reach 1000 daily active users (7d average) by Feb 14, 2024?",0,2023-10-07,2024-02-15,0.155,0.024025,0.5,0.25
"Will the San Francisco 49ers win the Superbowl in 2024?",0,2023-10-10,2024-02-12,0.272,0.07398400000000001,0.5,0.25
"Will Travis Kelce and Taylor Swift still be together at the end of the NFL season?",1,2023-10-17,2024-02-12,0.877,0.015129,0.5,0.25
"Will January 2024 be the hottest January on record in the US?",0,2023-10-12,2024-02-08,0.139,0.019321000000000005,0.5,0.25
"Will I get into PRIMES-USA?",0,2023-10-21,2024-01-26,0.752,0.565504,0.5,0.25
"If @Mira applies to OpenAI, will Mira get the job?",0,2023-10-04,2024-01-14,0.046,0.002116,0.5,0.25
"[Metaculus] Will Hamas lose control of Gaza before 2024?",0,2023-10-08,2024-01-03,0.403,0.16240900000000003,0.5,0.25
"Will the Sam Bankman-Fried Trial last into 2024? [dup of another]",1,2023-10-03,2024-01-01,0.972,0.0007840000000000014,0.5,0.25
"Will any other nations join the Hamas-Israel war on the side of Hamas by 2024?",0,2023-10-07,2024-01-01,0.28,0.07840000000000001,0.5,0.25
"Will Congress approve another Ukraine aid package this year?",0,2023-10-04,2024-01-01,0.019,0.000361,0.5,0.25
"Will Israel deploy Iron Beam defence before 2024?",0,2023-10-15,2024-01-01,0.035,0.0012250000000000002,0.5,0.25
"Will Sweden make it into NATO before 2024?",0,2023-10-11,2024-01-01,0.58,0.3364,0.5,0.25
"xAI Grok will beat OpenAI's flagship model on HumanEval benchmarks by the end of 2024.",0,2023-11-24,2025-06-09,0.232,0.053824000000000004,0.5,0.25
"Will Tumbles be late to pay back a loan?",1,2023-11-30,2025-06-09,0.073,0.8593290000000001,0.5,0.25
"Will there be a GPT-4.5 model before GPT-5 is released?",1,2023-11-18,2025-03-07,0.588,0.16974400000000003,0.5,0.25
"US enter a recession in 2024? (Two quarters negative GDP growth)",0,2023-11-14,2025-03-05,0.387,0.149769,0.5,0.25
"Will any AI by OpenAI be able to create images of English alphabet characters rotated by 90 degrees?",0,2023-11-24,2025-01-24,0.773,0.597529,0.5,0.25
"Will the left/right culture war come for AI before the end of 2024?",0,2023-11-24,2025-01-18,0.325,0.10562500000000001,0.5,0.25
"Will there be a US government shutdown in 2024?",0,2023-11-10,2025-01-05,0.373,0.139129,0.5,0.25
"Did an openAI model crack AES-192 encryption?",0,2023-11-26,2025-01-04,0.003,9e-06,0.5,0.25
"Will the front line in Ukraine change significantly in 2024?",0,2023-11-19,2025-01-03,0.604,0.364816,0.5,0.25
"[Metaculus] Will western sources conclude, before 2025, that Israel has used white phosphorus improperly?",0,2023-11-06,2025-01-03,0.247,0.061009,0.5,0.25
"Will Destiny publish a manifesto in 2024?",0,2023-11-07,2025-01-02,0.623,0.388129,0.5,0.25
"Will Venezuela exercise de facto rule over any portion of Guyanese territory before 2025?",0,2023-11-24,2025-01-01,0.195,0.038025,0.5,0.25
"Will Biden visit China in 2024?",0,2023-11-28,2025-01-01,0.495,0.245025,0.5,0.25
"Will SpaceX land a space-flown Starship in 2024?",0,2023-11-11,2025-01-01,0.2,0.04000000000000001,0.5,0.25
"Will Sam Altman be a co-founder of a serious OpenAI competitor by EOY 2024?",0,2023-11-17,2025-01-01,0.545,0.29702500000000004,0.5,0.25
"Will Sam Altman cease to be CEO of OpenAI again before the end of 2024?",0,2023-11-22,2025-01-01,0.1,0.010000000000000002,0.5,0.25
"Will there be a US government shutdown before the end of 2024?",0,2023-11-16,2025-01-01,0.387,0.149769,0.5,0.25
"Will Destiny go on Joe Rogan's podcast in 2024?",0,2023-11-06,2025-01-01,0.397,0.15760900000000003,0.5,0.25
"Will Sam Altman start a new company before 2025?",0,2023-11-17,2024-12-31,0.656,0.43033600000000005,0.5,0.25
"In a year, will we think that Sam Altman leaving OpenAI reduced AI risk?",0,2023-11-17,2024-11-26,0.324,0.104976,0.5,0.25
"Yahya Sinwar killed or captured by Israeli forces by end of 2024?",1,2023-11-02,2024-10-17,0.563,0.19096900000000006,0.5,0.25
"Will SpaceX land/catch a Super Heavy booster, as part of a space-bound Starship flight, in 2024?",1,2023-11-11,2024-10-13,0.528,0.22278399999999998,0.5,0.25
"Will the US attack Iran by Aug 15th 2024?",0,2023-11-02,2024-08-17,0.201,0.040401000000000006,0.5,0.25
"Will the Conservatives / Tories win more than 160 seats at the next UK general election?",0,2023-11-27,2024-07-05,0.723,0.522729,0.5,0.25
"Will some DPO variant more or less replace RLHF by June 2024?",1,2023-11-26,2024-06-07,0.49,0.2601,0.5,0.25
"Will Changpeng Zhao (CZ) do any prison time for money laundering?",1,2023-11-21,2024-06-01,0.55,0.20249999999999996,0.5,0.25
"Will Sam Altman start a new AI company before June 2024?",0,2023-11-17,2024-06-01,0.106,0.011236,0.5,0.25
"Will Ilya Sutskever continue at OpenAI til end 2024?",0,2023-11-17,2024-05-14,0.422,0.178084,0.5,0.25
"Will inflation in Argentina be less than 30% for 2024?",0,2023-11-20,2024-04-20,0.178,0.031684,0.5,0.25
"Will Norman Finkelstein debate Destiny by July 1st, 2024? [Ṁ1000 Pool]",1,2023-11-16,2024-04-14,0.278,0.521284,0.5,0.25
"Is the Reuters story about OpenAI's Q* substantively true?",0,2023-11-22,2024-04-02,0.234,0.054756000000000006,0.5,0.25
"Will there be Government shutdown (partial or total) in Q1 of 2024?",0,2023-11-27,2024-03-25,0.41,0.16809999999999997,0.5,0.25
"Will OpenAI become significantly less closed source as a result of the leadership transition?",0,2023-11-17,2024-03-17,0.054,0.0029159999999999998,0.5,0.25
"Will Sweden join NATO before March 31st, 2024?",1,2023-11-11,2024-03-07,0.491,0.259081,0.5,0.25
"Will Apple stock (AAPL) fully break $200 before $180? (2nd attempt)",0,2023-11-20,2024-03-04,0.728,0.529984,0.5,0.25
"Will Starship launch in February 2024",0,2023-11-19,2024-03-01,0.439,0.192721,0.5,0.25
"Hamas command center under al-Shifa Hospital?",1,2023-11-10,2024-02-18,0.57,0.18490000000000004,0.5,0.25
"Will Taylor Swift be in attendance at Super Bowl LVIII?",1,2023-11-03,2024-02-11,0.538,0.21344399999999997,0.5,0.25
"Will a candidate other than Joe Biden win the 2024 New Hampshire Democratic primaries?",0,2023-11-14,2024-01-24,0.125,0.015625,0.5,0.25
"Will Nikki Haley finish first in the NH primary on Jan 23, 2024?",0,2023-11-16,2024-01-23,0.16,0.0256,0.5,0.25
"Will Destiny debate Ben Shapiro in January 2024?",1,2023-11-27,2024-01-23,0.48,0.27040000000000003,0.5,0.25
"Will there be a US government shutdown before Valentine's Day 2024?",0,2023-11-14,2024-01-19,0.216,0.046655999999999996,0.5,0.25
"Will there be confirmation by end of December that Khloé Kardashian and Tristan Thompson are back together?",0,2023-11-29,2024-01-01,0.019,0.000361,0.5,0.25
"Will any image model be able to draw a pentagon before 2025?",0,2023-12-30,2025-03-28,0.877,0.769129,0.5,0.25
"1 year from the end of the ""Bet on Love"" dating show, will Manifold staff believe that it was a good idea?",1,2023-12-11,2025-02-22,0.489,0.261121,0.5,0.25
"Riddle: Are there more Eyes than Feet in the world?",0,2023-10-09,2024-03-01,0.693,0.4802489999999999,0.5,0.25
"Will St. Saturn be stronger than Kizaru?",1,2023-10-06,2024-03-01,0.704,0.08761600000000003,0.5,0.25
"Will Meta release a model called Llama 3 before March 1, 2024?",0,2023-10-20,2024-03-01,0.92,0.8464,0.5,0.25
"Will Donald Trump lie under oath while testifying in NY State civil trial?",1,2023-10-27,2024-02-20,0.384,0.379456,0.5,0.25
"Will Manifold.love reach 1000 daily active users (7d average) by Feb 14, 2024?",0,2023-10-07,2024-02-15,0.155,0.024025,0.5,0.25
"Will the San Francisco 49ers win the Superbowl in 2024?",0,2023-10-10,2024-02-12,0.272,0.07398400000000001,0.5,0.25
"Will Travis Kelce and Taylor Swift still be together at the end of the NFL season?",1,2023-10-17,2024-02-12,0.877,0.015129,0.5,0.25
"Will January 2024 be the hottest January on record in the US?",0,2023-10-12,2024-02-08,0.139,0.019321000000000005,0.5,0.25
"Will I get into PRIMES-USA?",0,2023-10-21,2024-01-26,0.752,0.565504,0.5,0.25
"If @Mira applies to OpenAI, will Mira get the job?",0,2023-10-04,2024-01-14,0.046,0.002116,0.5,0.25
"[Metaculus] Will Hamas lose control of Gaza before 2024?",0,2023-10-08,2024-01-03,0.403,0.16240900000000003,0.5,0.25
"Will the Sam Bankman-Fried Trial last into 2024? [dup of another]",1,2023-10-03,2024-01-01,0.972,0.0007840000000000014,0.5,0.25
"Will any other nations join the Hamas-Israel war on the side of Hamas by 2024?",0,2023-10-07,2024-01-01,0.28,0.07840000000000001,0.5,0.25
"Will Congress approve another Ukraine aid package this year?",0,2023-10-04,2024-01-01,0.019,0.000361,0.5,0.25
"Will Israel deploy Iron Beam defence before 2024?",0,2023-10-15,2024-01-01,0.035,0.0012250000000000002,0.5,0.25
"Will Sweden make it into NATO before 2024?",0,2023-10-11,2024-01-01,0.58,0.3364,0.5,0.25
"xAI Grok will beat OpenAI's flagship model on HumanEval benchmarks by the end of 2024.",0,2023-11-24,2025-06-09,0.232,0.053824000000000004,0.5,0.25
"Will Tumbles be late to pay back a loan?",1,2023-11-30,2025-06-09,0.073,0.8593290000000001,0.5,0.25
"Will there be a GPT-4.5 model before GPT-5 is released?",1,2023-11-18,2025-03-07,0.588,0.16974400000000003,0.5,0.25
"US enter a recession in 2024? (Two quarters negative GDP growth)",0,2023-11-14,2025-03-05,0.387,0.149769,0.5,0.25
"Will any AI by OpenAI be able to create images of English alphabet characters rotated by 90 degrees?",0,2023-11-24,2025-01-24,0.773,0.597529,0.5,0.25
"Will the left/right culture war come for AI before the end of 2024?",0,2023-11-24,2025-01-18,0.325,0.10562500000000001,0.5,0.25
"Will there be a US government shutdown in 2024?",0,2023-11-10,2025-01-05,0.373,0.139129,0.5,0.25
"Did an openAI model crack AES-192 encryption?",0,2023-11-26,2025-01-04,0.003,9e-06,0.5,0.25
"Will the front line in Ukraine change significantly in 2024?",0,2023-11-19,2025-01-03,0.604,0.364816,0.5,0.25
"[Metaculus] Will western sources conclude, before 2025, that Israel has used white phosphorus improperly?",0,2023-11-06,2025-01-03,0.247,0.061009,0.5,0.25
"Will Destiny publish a manifesto in 2024?",0,2023-11-07,2025-01-02,0.623,0.388129,0.5,0.25
"Will Venezuela exercise de facto rule over any portion of Guyanese territory before 2025?",0,2023-11-24,2025-01-01,0.195,0.038025,0.5,0.25
"Will Biden visit China in 2024?",0,2023-11-28,2025-01-01,0.495,0.245025,0.5,0.25
"Will SpaceX land a space-flown Starship in 2024?",0,2023-11-11,2025-01-01,0.2,0.04000000000000001,0.5,0.25
"Will Sam Altman be a co-founder of a serious OpenAI competitor by EOY 2024?",0,2023-11-17,2025-01-01,0.545,0.29702500000000004,0.5,0.25
"Will Sam Altman cease to be CEO of OpenAI again before the end of 2024?",0,2023-11-22,2025-01-01,0.1,0.010000000000000002,0.5,0.25
"Will there be a US government shutdown before the end of 2024?",0,2023-11-16,2025-01-01,0.387,0.149769,0.5,0.25
"Will Destiny go on Joe Rogan's podcast in 2024?",0,2023-11-06,2025-01-01,0.397,0.15760900000000003,0.5,0.25
"Will Sam Altman start a new company before 2025?",0,2023-11-17,2024-12-31,0.656,0.43033600000000005,0.5,0.25
"In a year, will we think that Sam Altman leaving OpenAI reduced AI risk?",0,2023-11-17,2024-11-26,0.324,0.104976,0.5,0.25
"Yahya Sinwar killed or captured by Israeli forces by end of 2024?",1,2023-11-02,2024-10-17,0.563,0.19096900000000006,0.5,0.25
"Will SpaceX land/catch a Super Heavy booster, as part of a space-bound Starship flight, in 2024?",1,2023-11-11,2024-10-13,0.528,0.22278399999999998,0.5,0.25
"Will the US attack Iran by Aug 15th 2024?",0,2023-11-02,2024-08-17,0.201,0.040401000000000006,0.5,0.25
"Will the Conservatives / Tories win more than 160 seats at the next UK general election?",0,2023-11-27,2024-07-05,0.723,0.522729,0.5,0.25
"Will some DPO variant more or less replace RLHF by June 2024?",1,2023-11-26,2024-06-07,0.49,0.2601,0.5,0.25
"Will Changpeng Zhao (CZ) do any prison time for money laundering?",1,2023-11-21,2024-06-01,0.55,0.20249999999999996,0.5,0.25
"Will Sam Altman start a new AI company before June 2024?",0,2023-11-17,2024-06-01,0.106,0.011236,0.5,0.25
"Will Ilya Sutskever continue at OpenAI til end 2024?",0,2023-11-17,2024-05-14,0.422,0.178084,0.5,0.25
"Will inflation in Argentina be less than 30% for 2024?",0,2023-11-20,2024-04-20,0.178,0.031684,0.5,0.25
"Will Norman Finkelstein debate Destiny by July 1st, 2024? [Ṁ1000 Pool]",1,2023-11-16,2024-04-14,0.278,0.521284,0.5,0.25
"Is the Reuters story about OpenAI's Q* substantively true?",0,2023-11-22,2024-04-02,0.234,0.054756000000000006,0.5,0.25
"Will there be Government shutdown (partial or total) in Q1 of 2024?",0,2023-11-27,2024-03-25,0.41,0.16809999999999997,0.5,0.25
"Will OpenAI become significantly less closed source as a result of the leadership transition?",0,2023-11-17,2024-03-17,0.054,0.0029159999999999998,0.5,0.25
"Will Sweden join NATO before March 31st, 2024?",1,2023-11-11,2024-03-07,0.491,0.259081,0.5,0.25
"Will Apple stock (AAPL) fully break $200 before $180? (2nd attempt)",0,2023-11-20,2024-03-04,0.728,0.529984,0.5,0.25
"Will Starship launch in February 2024",0,2023-11-19,2024-03-01,0.439,0.192721,0.5,0.25
"Hamas command center under al-Shifa Hospital?",1,2023-11-10,2024-02-18,0.57,0.18490000000000004,0.5,0.25
"Will Taylor Swift be in attendance at Super Bowl LVIII?",1,2023-11-03,2024-02-11,0.538,0.21344399999999997,0.5,0.25
"Will a candidate other than Joe Biden win the 2024 New Hampshire Democratic primaries?",0,2023-11-14,2024-01-24,0.125,0.015625,0.5,0.25
"Will Nikki Haley finish first in the NH primary on Jan 23, 2024?",0,2023-11-16,2024-01-23,0.16,0.0256,0.5,0.25
"Will Destiny debate Ben Shapiro in January 2024?",1,2023-11-27,2024-01-23,0.48,0.27040000000000003,0.5,0.25
"Will there be a US government shutdown before Valentine's Day 2024?",0,2023-11-14,2024-01-19,0.216,0.046655999999999996,0.5,0.25
"Will there be confirmation by end of December that Khloé Kardashian and Tristan Thompson are back together?",0,2023-11-29,2024-01-01,0.019,0.000361,0.5,0.25
"Will any image model be able to draw a pentagon before 2025?",0,2023-12-30,2025-03-28,0.877,0.769129,0.5,0.25
"1 year from the end of the ""Bet on Love"" dating show, will Manifold staff believe that it was a good idea?",1,2023-12-11,2025-02-22,0.489,0.261121,0.5,0.25
"Will 2024 be the hottest year in the last 25 years",1,2023-12-25,2025-02-01,0.524,0.22657599999999997,0.5,0.25
"Will OpenAI be the target and victim of a major cyber attack in 2024?",0,2023-12-31,2025-01-27,0.615,0.378225,0.5,0.25
"Will Putin's approval in Russia fall below 80% in 2024?",0,2023-12-31,2025-01-19,0.728,0.529984,0.5,0.25
"Will we get AGI before 2025?",0,2023-12-10,2025-01-16,0.102,0.010403999999999998,0.5,0.25
"Will Trudeau still be prime minister by the end of 2024",1,2023-12-25,2025-01-10,0.745,0.065025,0.5,0.25
"Will renewable energy sources pass coal power plants as world's largest electricity source in 2024?",0,2023-12-01,2025-01-09,0.762,0.580644,0.5,0.25
"Will Destiny appear on the Joe Rogan Podcast by the end of 2024",0,2023-12-21,2025-01-09,0.327,0.10692900000000001,0.5,0.25
"Will Russia conduct a nuclear test in 2024?",0,2023-12-01,2025-01-04,0.203,0.041209,0.5,0.25
"Will a lawless LLM chatbot get 10 million daily active users by the end of 2024?",0,2023-12-21,2025-01-03,0.481,0.23136099999999998,0.5,0.25
"Will I think all AI hell broke loose in 2024?",0,2023-12-26,2025-01-02,0.097,0.009409,0.5,0.25
"Will Threads overtake X in daily active users by the end of 2024?",0,2023-12-21,2025-01-01,0.153,0.023409,0.5,0.25
"Will Apple sell 500,000 units of Vision Pro in 2024?",0,2023-12-18,2025-01-01,0.421,0.17724099999999998,0.5,0.25
"Will there be a war between Iran and Israel by the end of 2024",0,2023-12-17,2025-01-01,0.168,0.028224000000000003,0.5,0.25
"Will the Apple Vision Pro be successful enough to revive interest in mixed reality and the metaverse?",0,2023-12-21,2024-12-31,0.425,0.18062499999999998,0.5,0.25
"Will Google mostly catch up to OpenAI in LLM quality and neutralize ChatGPT's lead by the end of 2024?",0,2023-12-21,2024-12-31,0.516,0.266256,0.5,0.25
"Will white-collar workers unionize to prevent job loss to AI/automation in 2024?",0,2023-12-21,2024-12-31,0.223,0.049729,0.5,0.25
"Will SpaceX deploy any Starlink satellites using Starship in 2024?",0,2023-12-09,2024-12-31,0.693,0.4802489999999999,0.5,0.25
"Will OpenAI fund/start/buy an AI Chip company (semiconductors) in 2024?",0,2023-12-26,2024-12-31,0.588,0.34574399999999994,0.5,0.25
"Will Jimmy Carter die in 2024?",1,2023-12-26,2024-12-30,0.742,0.066564,0.5,0.25
"Will Jimmy Carter Die during 2024",1,2023-12-29,2024-12-29,0.77,0.05289999999999999,0.5,0.25
"Will a living US President (past or current) pass away before the end of 2024?",1,2023-12-16,2024-12-29,0.845,0.024025000000000008,0.5,0.25
"Will there be a ceasefire in Gaza by Eoy 2024?",0,2023-12-29,2024-12-18,0.585,0.34222499999999995,0.5,0.25
"Will an AI system, product, company, concept, or affiliated person be *nominated* for TIME's 2024 Person of The Year?",0,2023-12-07,2024-12-09,0.508,0.258064,0.5,0.25
"Will Bitcoin reach $100,000 by the end of 2024?",1,2023-12-08,2024-12-05,0.261,0.546121,0.5,0.25
"2024: Will Bitcoin reach $100,000?",1,2023-12-01,2024-12-05,0.323,0.45832900000000004,0.5,0.25
"Will the Republicans win a trifecta in 2024 (controlling House, Senate and President)?",1,2023-12-01,2024-11-16,0.2,0.6400000000000001,0.5,0.25
"Will Taylor Swift be mentioned in the 2024 US Presidential Debates?",0,2023-12-14,2024-11-05,0.387,0.149769,0.5,0.25
"Will Israel and Lebanon/Hezbollah go to war in 2024?",1,2023-12-07,2024-09-30,0.447,0.30580899999999994,0.5,0.25
"Will Elon Musk get his own Hunter Biden laptop scandal in 2024?",1,2023-12-21,2024-09-28,0.315,0.46922500000000006,0.5,0.25
"Will FED cut rates at their September 2024 meeting?",1,2023-12-13,2024-09-18,0.593,0.16564900000000002,0.5,0.25
"Will Apple’s next iPhone (2024) include an on-device LLM “ChatBot”?",0,2023-12-24,2024-09-13,0.528,0.27878400000000003,0.5,0.25
"Will there be a major school shooting in the US before the end of 2024?",1,2023-12-26,2024-09-04,0.883,0.013688999999999998,0.5,0.25
"Will Robert F. Kennedy Jr. Achieve Ballot Access in All 50 States for the 2024 US Presidential Election?",0,2023-12-16,2024-08-24,0.133,0.017689000000000003,0.5,0.25
"Will Amazon layoff more than 1000+ employees before February 2024?",0,2023-12-20,2024-08-15,0.395,0.15602500000000002,0.5,0.25
"Will Apple resume advertising on X before July 1st, 2024?",0,2023-12-26,2024-07-03,0.452,0.204304,0.5,0.25
"Will I get a girlfriend by the end of 2024?",1,2023-12-08,2024-06-17,0.473,0.277729,0.5,0.25
"Will iOS 18 introduce big improvements to Siri, making it similar to ChatGPT?",1,2023-12-26,2024-06-10,0.355,0.41602500000000003,0.5,0.25
"Will anyone other than OpenAI rank #1 on Chatbot Arena in 2024? (for >1 week)",1,2023-12-13,2024-04-05,0.49,0.2601,0.5,0.25
